war_num,war_name,war_type_code,war_type,war_subtype,total_participants,start_date,start_year,end_date,end_year,lagging_war,leading_war,ongoing_war,total_days_in_war,start_date_estimated,end_date_estimated,file_name
473.0,Namibian,2.0,Extra-State War,Colonial (conflict with colony),2,1975-10-17,1975,1988-12-13,1988,-8.0,-8.0,0.0,,0.0,0.0,war_num_473_0.json
474.0,Western Saharan,3.0,Extra-State War,Imperial (state vs non-state),4,1975-12-11,1975,1983-12-23,1983,-8.0,-8.0,0.0,,0.0,0.0,war_num_474_0.json
798.0,Eritrean War,5.0,Intra-State War,Civil War (over local issues),3,1975-01-31,1975,1979-11-30,1979,-8.0,-8.0,0.0,,0.0,1.0,war_num_798_0.json
186.0,War over Angola,1.0,Inter-State War,Inter-State War,4,1975-10-23,1975,1976-02-12,1976,,,0.0,,0.0,0.0,war_num_186_0.json
472.0,"East Timorese, Phase 2",3.0,Extra-State War,Imperial (state vs non-state),2,1975-10-16,1975,1976-07-17,1976,1582.0,806.0,0.0,,0.0,0.0,war_num_472_0.json
801.0,Second Lebanese War,7.0,Intra-State War,Intercommunal,3,1975-04-13,1975,1976-11-14,1976,-8.0,-8.0,0.0,,0.0,0.0,war_num_801_0.json
800.0,Argentine Leftists War,4.0,Intra-State War,Civil War (for central control),2,1975-02-22,1975,1976-12-16,1976,-8.0,-8.0,0.0,,0.0,0.0,war_num_800_0.json
184.0,Turco-Cypriot,1.0,Inter-State War,Inter-State War,3,1974-07-20,1974,1978-08-16,1978,,,0.0,,0.0,0.0,war_num_184_0.json
797.0,Fourth Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),3,1974-03-12,1974,1975-04-01,1975,-8.0,-8.0,0.0,,0.0,0.0,war_num_797_0.json
795.0,Dhofar Rebellion phase 2,5.0,Intra-State War,Civil War (over local issues),4,1973-10-01,1973,1975-12-11,1975,-8.0,-8.0,0.0,,1.0,0.0,war_num_795_0.json
792.0,Baluchi Separatists War,5.0,Intra-State War,Civil War (over local issues),2,1973-01-25,1973,1975-05-31,1975,-8.0,-8.0,0.0,,0.0,1.0,war_num_792_0.json
181.0,Yom Kippur War,1.0,Inter-State War,Inter-State War,6,1973-10-06,1973,1973-10-24,1973,,,0.0,,0.0,0.0,war_num_181_0.json
793.0,Chilean Coup,4.0,Intra-State War,Civil War (for central control),2,1973-09-11,1973,1973-09-15,1973,-8.0,-8.0,0.0,,0.0,0.0,war_num_793_0.json
786.0,First Philippine - Moro War,5.0,Intra-State War,Civil War (over local issues),2,1972-01-01,1972,1981-04-19,1981,-8.0,-8.0,0.0,,0.0,0.0,war_num_786_0.json
788.0,Eritrean Split,7.0,Intra-State War,Intercommunal,2,1972-02-01,1972,1974-10-13,1974,-8.0,-8.0,0.0,,1.0,0.0,war_num_788_0.json
787.0,Thai Communist Insurgency,4.0,Intra-State War,Civil War (for central control),2,1972-01-01,1972,1973-10-15,1973,-8.0,-8.0,0.0,,1.0,0.0,war_num_787_0.json
789.0,First Burundi War,4.0,Intra-State War,Civil War (for central control),2,1972-04-29,1972,1972-05-25,1972,-8.0,-8.0,0.0,,0.0,0.0,war_num_789_0.json
785.0,First Khmer Rouge War,4.0,Intra-State War,Civil War (for central control),5,1971-12-04,1971,1975-04-17,1975,176.0,-8.0,0.0,,0.0,0.0,war_num_785_0.json
178.0,Bangladesh,1.0,Inter-State War,Inter-State War,2,1971-12-03,1971,1971-12-17,1971,,,0.0,,0.0,0.0,war_num_178_0.json
783.0,First Sri Lanka-JVP War,4.0,Intra-State War,Civil War (for central control),2,1971-04-04,1971,1971-06-30,1971,-8.0,-8.0,0.0,,0.0,0.0,war_num_783_0.json
782.0,Pakistan - Bengal War,5.0,Intra-State War,Civil War (over local issues),3,1971-03-25,1971,1971-12-02,1971,-8.0,178.0,0.0,,0.0,0.0,war_num_782_0.json
781.0,Second Guatemala War,4.0,Intra-State War,Civil War (for central control),2,1970-11-13,1970,1971-09-15,1971,-8.0,-8.0,0.0,,0.0,0.0,war_num_781_0.json
176.0,Communist Coalition,1.0,Inter-State War,Inter-State War,4,1970-03-23,1970,1971-07-02,1971,,,0.0,,0.0,0.0,war_num_176_0.json
778.0,Naxalite Rebellion,4.0,Intra-State War,Civil War (for central control),2,1970-03-01,1970,1971-08-31,1971,-8.0,-8.0,0.0,,1.0,1.0,war_num_778_0.json
780.0,Black September War,4.0,Intra-State War,Civil War (for central control),3,1970-09-13,1970,1970-09-24,1970,-8.0,-8.0,0.0,,0.0,0.0,war_num_780_0.json
172.0,War of Attrition,1.0,Inter-State War,Inter-State War,2,1969-03-06,1969,1970-08-07,1970,,,0.0,,0.0,0.0,war_num_172_0.json
175.0,Football War,1.0,Inter-State War,Inter-State War,2,1969-07-14,1969,1969-07-18,1969,,,0.0,,0.0,0.0,war_num_175_0.json
170.0,"Second Laotian, Phase 2",1.0,Inter-State War,Inter-State War,4,1968-01-13,1968,1973-04-17,1973,,,0.0,,0.0,0.0,war_num_170_0.json
776.3,First Chad Rebellion,4.0,Intra-State War,Civil War (for central control),3,1968-03-01,1968,1971-06-16,1971,-8.0,-8.0,0.0,,1.0,0.0,war_num_776_3.json
777.0,Third Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),2,1968-12-01,1968,1970-03-11,1970,-8.0,-8.0,0.0,,1.0,0.0,war_num_777_0.json
775.0,Biafra War,5.0,Intra-State War,Civil War (over local issues),2,1967-07-06,1967,1970-01-13,1970,-8.0,-8.0,0.0,,0.0,0.0,war_num_775_0.json
776.0,Cultural Revolution phase 2,5.0,Intra-State War,Civil War (over local issues),2,1967-09-05,1967,1968-09-05,1968,772.0,-8.0,0.0,,0.0,0.0,war_num_776_0.json
771.5,First West Papua War,5.0,Intra-State War,Civil War (over local issues),2,1967-01-01,1967,1968-11-30,1968,-8.0,-8.0,0.0,,0.0,0.0,war_num_771_5.json
169.0,Six Day War,1.0,Inter-State War,Inter-State War,5,1967-05-17,1967,1967-06-10,1967,,,0.0,,0.0,0.0,war_num_169_0.json
772.0,Cultural Revolution phase 1,6.0,Intra-State War,Regional/Internal,2,1967-01-09,1967,1967-09-04,1967,-8.0,776.0,0.0,,0.0,0.0,war_num_772_0.json
770.0,First Guatemala War,4.0,Intra-State War,Civil War (for central control),3,1966-10-03,1966,1968-08-31,1968,-8.0,-8.0,0.0,,0.0,1.0,war_num_770_0.json
768.0,First Uganda War,5.0,Intra-State War,Civil War (over local issues),2,1966-05-23,1966,1966-06-01,1966,-8.0,-8.0,0.0,,0.0,0.0,war_num_768_0.json
767.0,Third Burmese War,4.0,Intra-State War,Civil War (for central control),3,1965-05-01,1965,1980-05-24,1980,-8.0,-8.0,0.0,,0.0,0.0,war_num_767_0.json
163.0,"Vietnam War, Phase 2",1.0,Inter-State War,Inter-State War,8,1965-02-07,1965,1975-04-30,1975,,,0.0,,0.0,0.0,war_num_163_0.json
765.0,Second Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),2,1965-04-03,1965,1966-06-21,1966,-8.0,-8.0,0.0,,0.0,0.0,war_num_765_0.json
166.0,Second Kashmir,1.0,Inter-State War,Inter-State War,2,1965-08-05,1965,1965-09-23,1965,,,0.0,,0.0,0.0,war_num_166_0.json
766.0,Dominican Republic War,4.0,Intra-State War,Civil War (for central control),3,1965-04-24,1965,1965-09-06,1965,-8.0,-8.0,0.0,,0.0,0.0,war_num_766_0.json
471.0,Mozambique-Portuguese,2.0,Extra-State War,Colonial (conflict with colony),2,1964-09-25,1964,1975-06-25,1975,-8.0,-8.0,0.0,,0.0,0.0,war_num_471_0.json
762.0,Third DRC Rebellion,4.0,Intra-State War,Civil War (for central control),2,1964-04-15,1964,1965-10-10,1965,-8.0,-8.0,0.0,,0.0,0.0,war_num_762_0.json
761.0,Second DRC War,5.0,Intra-State War,Civil War (over local issues),2,1964-01-06,1964,1965-12-31,1965,-8.0,-8.0,0.0,,0.0,0.0,war_num_761_0.json
758.0,First South Sudan War,5.0,Intra-State War,Civil War (over local issues),3,1963-09-09,1963,1972-02-27,1972,-8.0,-8.0,0.0,,0.0,0.0,war_num_758_0.json
760.0,First Rwanda War,4.0,Intra-State War,Civil War (for central control),2,1963-12-21,1963,1964-07-31,1964,-8.0,-8.0,0.0,,0.0,1.0,war_num_760_0.json
757.0,First Ogaden War,5.0,Intra-State War,Civil War (over local issues),3,1963-06-01,1963,1964-03-30,1964,-8.0,-8.0,0.0,,1.0,0.0,war_num_757_0.json
755.0,North Yemen War,4.0,Intra-State War,Civil War (for central control),3,1962-10-06,1962,1970-03-28,1970,-8.0,-8.0,0.0,,0.0,0.0,war_num_755_0.json
160.0,Assam,1.0,Inter-State War,Inter-State War,2,1962-10-20,1962,1962-11-22,1962,,,0.0,,0.0,0.0,war_num_160_0.json
753.0,Algerian Revolution,4.0,Intra-State War,Civil War (for central control),2,1962-07-25,1962,1962-12-04,1962,-8.0,-8.0,0.0,,0.0,0.0,war_num_753_0.json
469.0,Angolan-Portuguese,2.0,Extra-State War,Colonial (conflict with colony),2,1961-02-03,1961,1974-10-14,1974,-8.0,1581.0,0.0,,0.0,0.0,war_num_469_0.json
752.0,First Iraqi Kurds War,5.0,Intra-State War,Civil War (over local issues),3,1961-09-11,1961,1963-12-31,1963,-8.0,-8.0,0.0,,0.0,1.0,war_num_752_0.json
748.0,Vietnam War phase 1,4.0,Intra-State War,Civil War (for central control),4,1960-01-17,1960,1965-02-06,1965,-8.0,163.0,0.0,,0.0,0.0,war_num_748_0.json
750.0,First DRC War,5.0,Intra-State War,Civil War (over local issues),3,1960-07-04,1960,1963-01-14,1963,-8.0,-8.0,0.0,,0.0,0.0,war_num_750_0.json
749.0,First Laotian War,4.0,Intra-State War,Civil War (for central control),4,1960-05-24,1960,1962-06-23,1962,-8.0,170.0,0.0,,0.0,0.0,war_num_749_0.json
747.0,Mosul Revolt,4.0,Intra-State War,Civil War (for central control),2,1959-03-07,1959,1959-03-10,1959,-8.0,-8.0,0.0,,0.0,0.0,war_num_747_0.json
742.0,Permesta Rebellion,4.0,Intra-State War,Civil War (for central control),2,1958-02-21,1958,1961-08-17,1961,-8.0,-8.0,0.0,,0.0,0.0,war_num_742_0.json
746.0,Second Burmese War,4.0,Intra-State War,Civil War (for central control),2,1958-10-28,1958,1960-04-30,1960,-8.0,-8.0,0.0,,0.0,1.0,war_num_746_0.json
745.0,Cuban Revolution,4.0,Intra-State War,Civil War (for central control),2,1958-05-24,1958,1959-01-02,1959,-8.0,-8.0,0.0,,0.0,0.0,war_num_745_0.json
159.0,Taiwan Straits,1.0,Inter-State War,Inter-State War,2,1958-08-23,1958,1958-11-23,1958,,,0.0,,0.0,0.0,war_num_159_0.json
743.0,First Lebanese War,4.0,Intra-State War,Civil War (for central control),4,1958-05-09,1958,1958-08-04,1958,-8.0,-8.0,0.0,,0.0,0.0,war_num_743_0.json
158.0,IfniWar,1.0,Inter-State War,Inter-State War,3,1957-11-21,1957,1958-04-10,1958,,,0.0,,0.0,0.0,war_num_158_0.json
467.0,French-Cameroon,2.0,Extra-State War,Colonial (conflict with colony),2,1957-01-01,1957,1958-01-05,1958,-8.0,-8.0,0.0,,0.0,0.0,war_num_467_0.json
741.0,Tibetan Khamba Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1956-03-01,1956,1959-04-14,1959,-8.0,-8.0,0.0,,0.0,0.0,war_num_741_0.json
741.5,Naga Insurgency phase 1,5.0,Intra-State War,Civil War (over local issues),2,1956-04-01,1956,1957-03-31,1957,-8.0,-8.0,0.0,,1.0,1.0,war_num_741_5.json
156.0,Soviet Invasion of Hungary,1.0,Inter-State War,Inter-State War,2,1956-11-04,1956,1956-11-14,1956,,,0.0,,0.0,0.0,war_num_156_0.json
155.0,Sinai War,1.0,Inter-State War,Inter-State War,4,1956-10-29,1956,1956-11-06,1956,,,0.0,,0.0,0.0,war_num_155_0.json
739.0,La Violencia second wave,4.0,Intra-State War,Civil War (for central control),2,1955-06-13,1955,1962-12-31,1962,-8.0,-8.0,0.0,,0.0,0.0,war_num_739_0.json
740.5,Liangshan Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1955-12-01,1955,1957-10-31,1957,-8.0,-8.0,0.0,,1.0,1.0,war_num_740_5.json
740.0,Argentine Military War,4.0,Intra-State War,Civil War (for central control),2,1955-06-15,1955,1955-09-19,1955,-8.0,-8.0,0.0,,0.0,0.0,war_num_740_0.json
466.0,Third Franco-Algerian,2.0,Extra-State War,Colonial (conflict with colony),2,1954-11-01,1954,1962-03-17,1962,-8.0,-8.0,0.0,,0.0,0.0,war_num_466_0.json
153.0,Off-shore Islands,1.0,Inter-State War,Inter-State War,2,1954-09-03,1954,1955-04-23,1955,,,0.0,,0.0,0.0,war_num_153_0.json
465.0,Moroccan Independence,2.0,Extra-State War,Colonial (conflict with colony),2,1953-08-20,1953,1956-03-12,1956,-8.0,-8.0,0.0,,0.0,0.0,war_num_465_0.json
464.0,British-Mau Mau,2.0,Extra-State War,Colonial (conflict with colony),2,1952-10-20,1952,1956-10-31,1956,-8.0,-8.0,0.0,,0.0,1.0,war_num_464_0.json
463.0,Franco-Tunisian,2.0,Extra-State War,Colonial (conflict with colony),2,1952-01-18,1952,1954-07-31,1954,-8.0,-8.0,0.0,,0.0,0.0,war_num_463_0.json
737.0,Bolivian National Revolution,4.0,Intra-State War,Civil War (for central control),2,1952-04-08,1952,1952-04-11,1952,-8.0,-8.0,0.0,,0.0,0.0,war_num_737_0.json
736.0,Indonesia Darul Islam Rebellion,4.0,Intra-State War,Civil War (for central control),2,1951-01-01,1951,1962-06-04,1962,-8.0,-8.0,0.0,,0.0,0.0,war_num_736_0.json
733.0,Huk Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1950-04-14,1950,1954-05-17,1954,-8.0,-8.0,0.0,,0.0,0.0,war_num_733_0.json
151.0,Korean,1.0,Inter-State War,Inter-State War,17,1950-06-24,1950,1953-07-27,1953,,,0.0,,0.0,0.0,war_num_151_0.json
734.0,South Moluccas War,5.0,Intra-State War,Civil War (over local issues),2,1950-07-13,1950,1950-11-03,1950,-8.0,-8.0,0.0,,0.0,0.0,war_num_734_0.json
462.0,Third Sino-Tibetan,3.0,Extra-State War,Imperial (state vs non-state),2,1950-05-01,1950,1950-10-28,1950,-8.0,-8.0,0.0,,1.0,0.0,war_num_462_0.json
460.0,Malayan Rebellion,2.0,Extra-State War,Colonial (conflict with colony),2,1948-06-18,1948,1957-08-31,1957,-8.0,-8.0,0.0,,0.0,0.0,war_num_460_0.json
731.0,La Violencia first wave,4.0,Intra-State War,Civil War (for central control),2,1948-04-09,1948,1953-09-12,1953,-8.0,-8.0,0.0,,0.0,0.0,war_num_731_0.json
732.5,Telengana Rebellion,4.0,Intra-State War,Civil War (for central control),2,1948-10-01,1948,1950-12-31,1950,-8.0,-8.0,0.0,,0.0,0.0,war_num_732_5.json
730.5,First Burmese War,4.0,Intra-State War,Civil War (for central control),2,1948-04-02,1948,1950-12-10,1950,-8.0,-8.0,0.0,,0.0,0.0,war_num_730_5.json
461.0,Indo-Hyderabad,3.0,Extra-State War,Imperial (state vs non-state),2,1948-09-13,1948,1948-09-17,1948,1571.0,-8.0,0.0,,0.0,0.0,war_num_461_0.json
148.0,Arab-Israeli,1.0,Inter-State War,Inter-State War,6,1948-05-15,1948,1948-07-18,1948,,,0.0,,0.0,0.0,war_num_148_0.json
730.0,Costa Rica War,4.0,Intra-State War,Civil War (for central control),2,1948-03-12,1948,1948-04-17,1948,-8.0,-8.0,0.0,,0.0,0.0,war_num_730_0.json
728.0,Sanaa Revolt,4.0,Intra-State War,Civil War (for central control),2,1948-02-25,1948,1948-03-20,1948,-8.0,-8.0,0.0,,0.0,0.0,war_num_728_0.json
147.0,First Kashmir,1.0,Inter-State War,Inter-State War,2,1947-10-26,1947,1949-01-01,1949,,,0.0,,0.0,0.0,war_num_147_0.json
459.0,Third Franco-Madagascan,2.0,Extra-State War,Colonial (conflict with colony),2,1947-03-29,1947,1948-12-01,1948,-8.0,-8.0,0.0,,0.0,0.0,war_num_459_0.json
727.0,Paraguay War,4.0,Intra-State War,Civil War (for central control),2,1947-03-07,1947,1947-08-20,1947,-8.0,-8.0,0.0,,0.0,0.0,war_num_727_0.json
726.0,Taiwan Revolt,5.0,Intra-State War,Civil War (over local issues),2,1947-02-28,1947,1947-03-21,1947,-8.0,-8.0,0.0,,0.0,0.0,war_num_726_0.json
457.0,French-Indochina,2.0,Extra-State War,Colonial (conflict with colony),2,1946-11-20,1946,1954-06-01,1954,-8.0,-8.0,0.0,,0.0,0.0,war_num_457_0.json
724.0,Greek Civil War round 3,4.0,Intra-State War,Civil War (for central control),3,1946-02-12,1946,1949-10-16,1949,-8.0,-8.0,0.0,,0.0,0.0,war_num_724_0.json
723.5,Chinese Civil War phase 2,4.0,Intra-State War,Civil War (for central control),2,1945-09-10,1945,1950-04-21,1950,-8.0,-8.0,0.0,,0.0,0.0,war_num_723_5.json
723.0,Forest Brethren War,5.0,Intra-State War,Civil War (over local issues),2,1945-05-08,1945,1949-12-31,1949,-8.0,-8.0,0.0,,0.0,0.0,war_num_723_0.json
721.0,Polish Ukrainians War,5.0,Intra-State War,Civil War (over local issues),3,1945-05-08,1945,1947-11-18,1947,-8.0,-8.0,0.0,,0.0,0.0,war_num_721_0.json
722.0,Ukrainian Partisans War,5.0,Intra-State War,Civil War (over local issues),2,1945-05-08,1945,1947-12-31,1947,-8.0,-8.0,0.0,,0.0,0.0,war_num_722_0.json
456.0,Indonesian,2.0,Extra-State War,Colonial (conflict with colony),3,1945-11-10,1945,1946-10-15,1946,-8.0,-8.0,0.0,,0.0,0.0,war_num_456_0.json
720.0,Greek Civil War round 2,4.0,Intra-State War,Civil War (for central control),3,1944-12-03,1944,1945-01-11,1945,-8.0,-8.0,0.0,,0.0,0.0,war_num_720_0.json
719.8,Ili Uprising,5.0,Intra-State War,Civil War (over local issues),2,1944-10-08,1944,1945-09-17,1945,-8.0,-8.0,0.0,,0.0,0.0,war_num_719_8.json
719.6,Weyane Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1943-05-22,1943,1943-10-17,1943,-8.0,-8.0,0.0,,0.0,0.0,war_num_719_6.json
145.0,Franco-Thai,1.0,Inter-State War,Inter-State War,2,1940-12-01,1940,1941-01-28,1941,,,0.0,,0.0,0.0,war_num_145_0.json
139.0,World War II,1.0,Inter-State War,Inter-State War,27,1939-09-01,1939,1945-08-14,1945,,,0.0,,0.0,0.0,war_num_139_0.json
719.0,KMT-CCP Clashes,4.0,Intra-State War,Civil War (for central control),2,1939-02-01,1939,1941-12-06,1941,-8.0,-8.0,0.0,,1.0,0.0,war_num_719_0.json
142.0,Russo-Finnish,1.0,Inter-State War,Inter-State War,2,1939-11-30,1939,1940-03-12,1940,,,0.0,,0.0,0.0,war_num_142_0.json
136.0,Nomonhan,1.0,Inter-State War,Inter-State War,3,1939-05-11,1939,1939-09-16,1939,,,0.0,,0.0,0.0,war_num_136_0.json
133.0,Changkufeng,1.0,Inter-State War,Inter-State War,2,1938-07-29,1938,1938-08-11,1938,,,0.0,,0.0,0.0,war_num_133_0.json
130.0,Third Sino-Japanese,1.0,Inter-State War,Inter-State War,2,1937-07-07,1937,1941-12-06,1941,,,0.0,,0.0,0.0,war_num_130_0.json
718.5,Dersim Revolt,5.0,Intra-State War,Civil War (over local issues),2,1937-05-08,1937,1938-06-30,1938,-8.0,-8.0,0.0,,0.0,1.0,war_num_718_5.json
718.0,Spanish Civil War,4.0,Intra-State War,Civil War (for central control),6,1936-07-18,1936,1939-03-29,1939,-8.0,-8.0,0.0,,0.0,0.0,war_num_718_0.json
455.0,Second British-Waziristan,3.0,Extra-State War,Imperial (state vs non-state),2,1936-11-25,1936,1938-01-08,1938,-8.0,-8.0,0.0,,0.0,0.0,war_num_455_0.json
454.0,British-Palestinian,2.0,Extra-State War,Colonial (conflict with colony),2,1936-04-20,1936,1936-10-31,1936,-8.0,-8.0,0.0,,0.0,1.0,war_num_454_0.json
127.0,Conquest of Ethiopia,1.0,Inter-State War,Inter-State War,2,1935-10-03,1935,1936-05-09,1936,,,0.0,,0.0,0.0,war_num_127_0.json
717.0,Spanish Miners War,4.0,Intra-State War,Civil War (for central control),2,1934-10-04,1934,1934-10-18,1934,-8.0,-8.0,0.0,,0.0,0.0,war_num_717_0.json
125.0,Saudi-Yemeni,1.0,Inter-State War,Inter-State War,2,1934-03-20,1934,1934-05-13,1934,,,0.0,,0.0,0.0,war_num_125_0.json
716.0,Fukien Revolt,4.0,Intra-State War,Civil War (for central control),2,1933-11-20,1933,1934-02-28,1934,-8.0,-8.0,0.0,,0.0,1.0,war_num_716_0.json
715.6,Xinjiang Hui-Uyghur War,7.0,Intra-State War,Intercommunal,2,1933-05-18,1933,1934-04-12,1934,-8.0,-8.0,0.0,,0.0,0.0,war_num_715_6.json
124.0,Chaco,1.0,Inter-State War,Inter-State War,2,1932-06-15,1932,1935-06-12,1935,,,0.0,,0.0,0.0,war_num_124_0.json
711.5,Xinjiang Revolt,5.0,Intra-State War,Civil War (over local issues),3,1932-02-01,1932,1934-02-28,1934,711.0,-8.0,0.0,,1.0,1.0,war_num_711_5.json
715.0,Paulista Rebellion,4.0,Intra-State War,Civil War (for central control),2,1932-07-09,1932,1932-10-04,1932,-8.0,-8.0,0.0,,0.0,0.0,war_num_715_0.json
713.0,Aprista Revolt,4.0,Intra-State War,Civil War (for central control),2,1932-05-07,1932,1932-07-17,1932,-8.0,-8.0,0.0,,0.0,0.0,war_num_713_0.json
712.5,Mongolian Armed Uprising,5.0,Intra-State War,Civil War (over local issues),3,1932-04-12,1932,1932-10-31,1932,-8.0,-8.0,0.0,,0.0,1.0,war_num_712_5.json
712.0,Matanza War,4.0,Intra-State War,Civil War (for central control),2,1932-01-18,1932,1932-01-29,1932,-8.0,-8.0,0.0,,0.0,0.0,war_num_712_0.json
121.0,Second Sino-Japanese,1.0,Inter-State War,Inter-State War,2,1931-12-19,1931,1933-05-22,1933,,,0.0,,0.0,0.0,war_num_121_0.json
711.0,Kumul Rebellion,6.0,Intra-State War,Regional/Internal,2,1931-04-04,1931,1932-02-29,1932,-8.0,711.5,0.0,,0.0,1.0,war_num_711_0.json
710.0,Chinese Civil War phase 1,4.0,Intra-State War,Civil War (for central control),2,1930-11-05,1930,1936-12-25,1936,-8.0,-8.0,0.0,,0.0,0.0,war_num_710_0.json
453.0,Saya San's Rebellion,2.0,Extra-State War,Colonial (conflict with colony),2,1930-12-22,1930,1932-06-30,1932,-8.0,-8.0,0.0,,0.0,1.0,war_num_453_0.json
709.0,Campaign Against Ibrahim Beg,5.0,Intra-State War,Civil War (over local issues),2,1930-10-01,1930,1931-03-31,1931,-8.0,-8.0,0.0,,1.0,0.0,war_num_709_0.json
452.0,Yen Bai Uprising,2.0,Extra-State War,Colonial (conflict with colony),2,1930-02-09,1930,1931-12-31,1931,-8.0,-8.0,0.0,,0.0,1.0,war_num_452_0.json
708.0,Ararat Revolt of  1930,5.0,Intra-State War,Civil War (over local issues),2,1930-04-01,1930,1930-11-14,1930,-8.0,-8.0,0.0,,1.0,0.0,war_num_708_0.json
707.3,Ikhwan Revolt,4.0,Intra-State War,Civil War (for central control),2,1929-03-30,1929,1930-01-10,1930,-8.0,-8.0,0.0,,0.0,0.0,war_num_707_3.json
118.0,Manchurian,1.0,Inter-State War,Inter-State War,2,1929-08-17,1929,1929-12-03,1929,,,0.0,,0.0,0.0,war_num_118_0.json
707.5,Central Plains War,4.0,Intra-State War,Civil War (for central control),2,1929-03-31,1929,1929-06-29,1929,-8.0,-8.0,0.0,,0.0,0.0,war_num_707_5.json
707.0,Escobar Rebellion,4.0,Intra-State War,Civil War (for central control),2,1929-03-03,1929,1929-05-04,1929,-8.0,-8.0,0.0,,0.0,0.0,war_num_707_0.json
703.0,Ethiopian Northern Resistance,5.0,Intra-State War,Civil War (over local issues),2,1928-10-15,1928,1930-04-30,1930,-8.0,-8.0,0.0,,0.0,0.0,war_num_703_0.json
705.0,Second Afghan Anti-Reform War,4.0,Intra-State War,Civil War (for central control),2,1928-11-10,1928,1929-10-13,1929,-8.0,-8.0,0.0,,0.0,0.0,war_num_705_0.json
702.5,Second Gansu Muslim Revolt,5.0,Intra-State War,Civil War (over local issues),2,1928-06-08,1928,1929-05-20,1929,-8.0,707.5,0.0,,0.0,0.0,war_num_702_5.json
702.0,First KMT-CCP War,7.0,Intra-State War,Intercommunal,2,1927-08-01,1927,1927-12-13,1927,-8.0,-8.0,0.0,,0.0,0.0,war_num_702_0.json
701.0,Cristeros Revolt,4.0,Intra-State War,Civil War (for central control),2,1926-08-29,1926,1929-07-17,1929,-8.0,-8.0,0.0,,0.0,0.0,war_num_701_0.json
700.0,Chinese Northern Expedition,4.0,Intra-State War,Civil War (for central control),3,1926-04-22,1926,1928-06-08,1928,698.0,-8.0,0.0,,0.0,0.0,war_num_700_0.json
451.0,Franco-Druze,2.0,Extra-State War,Colonial (conflict with colony),2,1925-07-18,1925,1927-05-27,1927,-8.0,-8.0,0.0,,0.0,0.0,war_num_451_0.json
698.0,Anti-Fengtien War,7.0,Intra-State War,Intercommunal,2,1925-11-23,1925,1926-04-21,1926,-8.0,700.0,0.0,,0.0,0.0,war_num_698_0.json
697.8,Labrang War,7.0,Intra-State War,Intercommunal,2,1925-06-15,1925,1926-12-31,1926,-8.0,-8.0,0.0,,0.0,1.0,war_num_697_8.json
697.6,Shaikh Said's Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1925-02-08,1925,1925-09-16,1925,-8.0,-8.0,0.0,,0.0,0.0,war_num_697_6.json
697.0,First Afghan Anti-Reform War,4.0,Intra-State War,Civil War (for central control),2,1924-03-15,1924,1925-03-31,1925,-8.0,-8.0,0.0,,0.0,1.0,war_num_697_0.json
697.3,Second Zhili-Fengtien War ,4.0,Intra-State War,Civil War (for central control),2,1924-09-03,1924,1924-11-03,1924,-8.0,-8.0,0.0,,0.0,0.0,war_num_697_3.json
696.0,Honduran Conservative War,4.0,Intra-State War,Civil War (for central control),2,1924-02-07,1924,1924-04-28,1924,-8.0,-8.0,0.0,,0.0,0.0,war_num_696_0.json
447.0,Italian-Sanusi,2.0,Extra-State War,Colonial (conflict with colony),2,1923-03-23,1923,1931-09-12,1931,-8.0,-8.0,0.0,,0.0,0.0,war_num_447_0.json
695.0,De La Huerta Rebellion,4.0,Intra-State War,Civil War (for central control),2,1923-12-04,1923,1924-05-10,1924,-8.0,-8.0,0.0,,0.0,0.0,war_num_695_0.json
693.0,Agrarian Rising,4.0,Intra-State War,Civil War (for central control),2,1923-09-23,1923,1923-09-28,1923,-8.0,-8.0,0.0,,0.0,0.0,war_num_693_0.json
692.0,First Zhili-Fengtien War,4.0,Intra-State War,Civil War (for central control),2,1922-04-28,1922,1922-05-04,1922,-8.0,-8.0,0.0,,0.0,0.0,war_num_692_0.json
449.0,Rif Rebellion,2.0,Extra-State War,Colonial (conflict with colony),3,1921-06-01,1921,1926-05-27,1926,-8.0,-8.0,0.0,,0.0,0.0,war_num_449_0.json
691.0,Far Eastern Republic War,4.0,Intra-State War,Civil War (for central control),2,1921-11-01,1921,1923-06-17,1923,-8.0,-8.0,0.0,,0.0,0.0,war_num_691_0.json
450.0,Moplah Rebellion,2.0,Extra-State War,Colonial (conflict with colony),2,1921-08-20,1921,1922-02-28,1922,-8.0,-8.0,0.0,,0.0,1.0,war_num_450_0.json
689.0,Simko Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1921-03-01,1921,1922-09-30,1922,-8.0,-8.0,0.0,,1.0,0.0,war_num_689_0.json
690.0,Kronstadt Rebellion,4.0,Intra-State War,Civil War (for central control),2,1921-03-07,1921,1921-03-18,1921,-8.0,-8.0,0.0,,0.0,0.0,war_num_690_0.json
